Age,Attrition,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,OverTime,PerformanceRating,WorkLifeBalance,,
23,No,Travel_Rarely,Research & Development,Below College,Medical,Male,Entry Level,Research Scientist,High,Single,No,Excellent,Better,,
47,Yes,Travel_Frequently,Sales,College,Life Sciences,Female,Junior Level,Sales Executive,High,Single,Yes,Excellent,Better,,
34,No,Travel_Rarely,Sales,Bachelor,Other,Male,Junior Level,Sales Executive,Very High,Single,No,Outstanding,Better,,
55,Yes,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Executive Level,Manager,Low,Married,Yes,Excellent,Better,,
36,No,Non-Travel,Sales,Master,Life Sciences,Male,Mid Level,Sales Executive,Low,Single,No,Excellent,Better,,
52,No,Non-Travel,Research & Development,Master,Medical,Male,Entry Level,Research Scientist,Very High,Married,No,Excellent,Better,,
26,No,Travel_Frequently,Research & Development,College,Life Sciences,Female,Entry Level,Laboratory Technician,Very High,Divorced,No,Excellent,Better,,
29,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Junior Level,Healthcare Representative,High,Married,No,Excellent,Good,,
26,Yes,Travel_Rarely,Sales,Bachelor,Technical Degree,Male,Junior Level,Sales Executive,Low,Single,No,Excellent,Good,,
34,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Entry Level,Research Scientist,Very High,Single,No,Excellent,Better,,
54,No,Travel_Rarely,Research & Development,Master,Medical,Female,Junior Level,Manufacturing Director,Low,Divorced,Yes,Excellent,Better,,
27,No,Travel_Frequently,Sales,Below College,Marketing,Male,Junior Level,Sales Executive,Very High,Married,No,Excellent,Better,,
37,No,Travel_Rarely,Research & Development,Below College,Life Sciences,Female,Entry Level,Research Scientist,Low,Divorced,Yes,Excellent,Good,,
38,No,Travel_Frequently,Research & Development,Master,Life Sciences,Female,Junior Level,Manufacturing Director,Low,Single,Yes,Excellent,Better,,
34,No,Travel_Rarely,Research & Development,Master,Medical,Female,Entry Level,Research Scientist,Low,Single,No,Excellent,Better,,
35,No,Travel_Rarely,Sales,Master,Life Sciences,Female,Entry Level,Sales Representative,Very High,Married,No,Excellent,Good,,
30,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,High,Married,No,Outstanding,Better,,
40,No,Travel_Frequently,Research & Development,College,Medical,Female,Junior Level,Healthcare Representative,Medium,Married,No,Outstanding,Better,,
34,No,Travel_Rarely,Sales,College,Life Sciences,Female,Junior Level,Sales Executive,Low,Married,No,Excellent,Better,,
42,No,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,Executive Level,Manager,Very High,Divorced,No,Excellent,Good,,
23,Yes,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,Low,Married,Yes,Outstanding,Better,,
24,No,Non-Travel,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,Medium,Divorced,No,Excellent,Better,,
52,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Junior Level,Laboratory Technician,High,Married,No,Outstanding,Better,,
50,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Senior Level,Research Director,High,Married,No,Excellent,Better,,
29,Yes,Travel_Rarely,Research & Development,College,Life Sciences,Female,Entry Level,Laboratory Technician,Low,Married,Yes,Excellent,Better,,
33,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Mid Level,Research Director,High,Married,No,Excellent,Best,,
33,Yes,Travel_Rarely,Sales,Bachelor,Marketing,Female,Junior Level,Sales Executive,Low,Single,No,Excellent,Better,,
47,No,Travel_Rarely,Research & Development,College,Other,Female,Senior Level,Manager,Very High,Married,Yes,Excellent,Good,,
36,No,Travel_Rarely,Research & Development,Bachelor,Other,Female,Junior Level,Manufacturing Director,Medium,Married,No,Excellent,Better,,
29,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Entry Level,Research Scientist,High,Married,No,Outstanding,Better,,
58,Yes,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Executive Level,Research Director,Medium,Single,Yes,Excellent,Better,,
35,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Entry Level,Research Scientist,High,Single,No,Excellent,Better,,
42,No,Travel_Rarely,Research & Development,College,Life Sciences,Female,Junior Level,Manufacturing Director,Very High,Married,Yes,Excellent,Better,,
28,Yes,Travel_Rarely,Research & Development,Master,Medical,Male,Entry Level,Research Scientist,High,Single,No,Excellent,Good,,
36,No,Travel_Rarely,Human Resources,Bachelor,Human Resources,Male,Entry Level,Human Resources,Medium,Married,No,Excellent,Better,,
32,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Junior Level,Manufacturing Director,High,Married,No,Excellent,Better,,
40,No,Travel_Frequently,Research & Development,Master,Medical,Male,Junior Level,Laboratory Technician,High,Single,No,Excellent,Better,,
30,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Junior Level,Manufacturing Director,Very High,Single,Yes,Outstanding,Good,,
45,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Research Scientist,High,Single,No,Excellent,Better,,
42,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Junior Level,Manufacturing Director,Medium,Married,No,Excellent,Good,,
38,No,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,Junior Level,Healthcare Representative,Low,Divorced,No,Excellent,Good,,
34,No,Travel_Frequently,Research & Development,Master,Life Sciences,Female,Entry Level,Research Scientist,Very High,Single,No,Excellent,Better,,
49,Yes,Travel_Rarely,Sales,Bachelor,Marketing,Female,Mid Level,Sales Executive,Very High,Married,No,Excellent,Best,,
55,Yes,Travel_Rarely,Sales,Below College,Medical,Male,Junior Level,Sales Executive,Very High,Single,No,Excellent,Good,,
43,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Senior Level,Research Director,Low,Married,No,Outstanding,Better,,
27,No,Travel_Rarely,Research & Development,Below College,Technical Degree,Male,Mid Level,Research Director,Very High,Divorced,Yes,Excellent,Better,,
35,No,Travel_Rarely,Research & Development,Bachelor,Other,Male,Mid Level,Manufacturing Director,High,Single,No,Outstanding,Best,,
28,No,Travel_Rarely,Sales,Master,Marketing,Female,Junior Level,Sales Executive,Medium,Married,Yes,Outstanding,Better,,
34,No,Travel_Rarely,Human Resources,College,Human Resources,Male,Entry Level,Human Resources,Very High,Married,No,Excellent,Bad,,
26,Yes,Travel_Frequently,Research & Development,College,Medical,Female,Entry Level,Research Scientist,High,Married,Yes,Excellent,Better,,
27,No,Non-Travel,Research & Development,Bachelor,Medical,Male,Entry Level,Research Scientist,Very High,Married,No,Excellent,Good,,
51,No,Travel_Rarely,Sales,Master,Marketing,Female,Senior Level,Manager,High,Married,No,Excellent,Good,,
44,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Junior Level,Healthcare Representative,Medium,Single,No,Excellent,Good,,
25,No,Travel_Rarely,Research & Development,Below College,Medical,Male,Entry Level,Research Scientist,Low,Single,No,Excellent,Good,,
33,No,Travel_Rarely,Sales,Bachelor,Medical,Male,Junior Level,Sales Executive,Low,Divorced,No,Outstanding,Better,,
35,No,Travel_Rarely,Research & Development,Below College,Medical,Female,Entry Level,Research Scientist,Low,Single,No,Excellent,Good,,
36,No,Travel_Rarely,Sales,College,Life Sciences,Male,Junior Level,Sales Executive,Very High,Married,Yes,Excellent,Good,,
32,No,Travel_Rarely,Sales,Master,Life Sciences,Male,Junior Level,Sales Executive,Very High,Divorced,No,Excellent,Good,,
30,No,Travel_Frequently,Research & Development,Master,Life Sciences,Male,Entry Level,Research Scientist,Very High,Divorced,No,Excellent,Good,,
53,No,Travel_Rarely,Sales,College,Marketing,Female,Mid Level,Sales Executive,Very High,Married,Yes,Excellent,Better,,
45,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Mid Level,Sales Executive,Low,Divorced,Yes,Excellent,Better,,
32,No,Travel_Rarely,Research & Development,College,Medical,Female,Junior Level,Research Scientist,High,Married,No,Excellent,Good,,
52,No,Travel_Frequently,Research & Development,Master,Medical,Female,Senior Level,Manufacturing Director,Very High,Married,No,Outstanding,Better,,
37,No,Travel_Rarely,Sales,Master,Marketing,Male,Junior Level,Sales Executive,High,Divorced,No,Excellent,Better,,
28,No,Travel_Rarely,Human Resources,College,Medical,Male,Entry Level,Human Resources,Very High,Divorced,No,Excellent,Better,,
22,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Junior Level,Manufacturing Director,Very High,Married,No,Outstanding,Bad,,
44,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Entry Level,Laboratory Technician,Very High,Married,Yes,Outstanding,Good,,
42,No,Travel_Frequently,Research & Development,Below College,Medical,Male,Entry Level,Research Scientist,Very High,Single,Yes,Excellent,Better,,
36,No,Travel_Rarely,Human Resources,Bachelor,Life Sciences,Male,Entry Level,Human Resources,Low,Married,No,Outstanding,Better,,
25,No,Travel_Rarely,Sales,Below College,Other,Male,Junior Level,Sales Executive,Low,Married,Yes,Excellent,Better,,
35,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Mid Level,Manufacturing Director,High,Married,Yes,Outstanding,Better,,
35,Yes,Travel_Frequently,Research & Development,Master,Life Sciences,Female,Entry Level,Research Scientist,Medium,Divorced,Yes,Excellent,Good,,
32,No,Non-Travel,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,Very High,Divorced,No,Excellent,Better,,
25,No,Travel_Rarely,Sales,Below College,Marketing,Male,Junior Level,Sales Executive,Low,Married,No,Excellent,Best,,
49,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Female,Entry Level,Research Scientist,Low,Married,No,Excellent,Better,,
24,No,Non-Travel,Research & Development,Below College,Life Sciences,Male,Entry Level,Laboratory Technician,Very High,Married,No,Excellent,Good,,
32,No,Travel_Frequently,Sales,College,Life Sciences,Male,Junior Level,Sales Executive,Medium,Married,No,Excellent,Better,,
38,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Entry Level,Sales Representative,Medium,Married,No,Excellent,Better,,
42,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Junior Level,Laboratory Technician,Very High,Married,Yes,Excellent,Good,,
31,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Entry Level,Research Scientist,Very High,Married,Yes,Excellent,Better,,
29,Yes,Travel_Rarely,Sales,Bachelor,Medical,Female,Entry Level,Sales Representative,High,Divorced,Yes,Excellent,Better,,
53,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Senior Level,Sales Executive,Very High,Married,No,Excellent,Better,,
35,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,Mid Level,Manufacturing Director,Medium,Married,No,Excellent,Better,,
37,No,Travel_Frequently,Sales,College,Medical,Female,Entry Level,Sales Representative,Very High,Married,No,Excellent,Better,,
53,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Senior Level,Research Director,Very High,Single,No,Excellent,Better,,
43,No,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Female,Junior Level,Healthcare Representative,Very High,Married,No,Excellent,Good,,
47,No,Travel_Rarely,Sales,College,Marketing,Female,Junior Level,Sales Executive,Very High,Married,Yes,Outstanding,Better,,
37,No,Non-Travel,Sales,College,Medical,Male,Mid Level,Sales Executive,Medium,Single,Yes,Excellent,Better,,
50,No,Non-Travel,Research & Development,Master,Life Sciences,Male,Senior Level,Manager,Low,Divorced,No,Excellent,Better,,
39,No,Travel_Rarely,Human Resources,Bachelor,Life Sciences,Female,Junior Level,Human Resources,Very High,Married,No,Excellent,Better,,
33,No,Travel_Rarely,Human Resources,College,Human Resources,Male,Entry Level,Human Resources,Medium,Divorced,Yes,Excellent,Best,,
32,Yes,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Entry Level,Laboratory Technician,Very High,Single,Yes,Outstanding,Bad,,
29,No,Travel_Rarely,Research & Development,Below College,Medical,Female,Entry Level,Laboratory Technician,Very High,Divorced,No,Excellent,Better,,
44,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Entry Level,Research Scientist,Low,Married,Yes,Excellent,Better,,
28,No,Travel_Rarely,Sales,Master,Medical,Male,Junior Level,Sales Executive,Very High,Single,No,Excellent,Better,,
58,Yes,Travel_Frequently,Research & Development,Below College,Life Sciences,Male,Entry Level,Laboratory Technician,Very High,Divorced,Yes,Excellent,Good,,
43,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Junior Level,Manufacturing Director,Medium,Divorced,No,Outstanding,Best,,
20,Yes,Travel_Rarely,Sales,Bachelor,Medical,Female,Entry Level,Sales Representative,High,Single,No,Excellent,Good,,
21,Yes,Travel_Rarely,Research & Development,Below College,Other,Female,Entry Level,Research Scientist,Very High,Single,No,Excellent,Good,,
36,No,Travel_Rarely,Research & Development,Below College,Life Sciences,Male,Junior Level,Healthcare Representative,Very High,Married,Yes,Excellent,Good,,
47,No,Travel_Rarely,Sales,Master,Life Sciences,Female,Entry Level,Sales Representative,Very High,Single,Yes,Excellent,Good,,
22,Yes,Travel_Rarely,Research & Development,Below College,Life Sciences,Female,Junior Level,Manufacturing Director,High,Married,Yes,Excellent,Best,,
41,Yes,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Entry Level,Laboratory Technician,Very High,Divorced,Yes,Excellent,Good,,
28,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Entry Level,Research Scientist,High,Divorced,No,Excellent,Better,,
39,Yes,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Laboratory Technician,Low,Married,Yes,Outstanding,Bad,,
27,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Research Scientist,High,Single,No,Excellent,Better,,
34,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,Medium,Divorced,No,Excellent,Better,,
42,No,Travel_Rarely,Sales,College,Medical,Female,Junior Level,Sales Executive,High,Single,No,Excellent,Better,,
33,No,Travel_Rarely,Research & Development,Master,Other,Male,Entry Level,Research Scientist,Low,Single,Yes,Excellent,Better,,
58,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Female,Mid Level,Healthcare Representative,Medium,Divorced,Yes,Excellent,Better,,
31,No,Travel_Rarely,Sales,Master,Life Sciences,Male,Entry Level,Sales Representative,High,Married,No,Excellent,Best,,
35,No,Travel_Rarely,Research & Development,Below College,Life Sciences,Female,Junior Level,Healthcare Representative,Very High,Married,Yes,Outstanding,Bad,,
49,No,Travel_Rarely,Research & Development,College,Other,Female,Mid Level,Laboratory Technician,Medium,Married,No,Excellent,Good,,
48,No,Travel_Rarely,Research & Development,Master,Medical,Male,Entry Level,Research Scientist,High,Married,No,Excellent,Good,,
31,No,Non-Travel,Sales,College,Marketing,Female,Junior Level,Sales Executive,High,Married,No,Excellent,Good,,
36,No,Travel_Rarely,Research & Development,Master,Other,Male,Entry Level,Research Scientist,Very High,Single,No,Excellent,Better,,
38,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Female,Mid Level,Research Director,Low,Married,No,Excellent,Better,,
32,No,Non-Travel,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Laboratory Technician,Medium,Married,No,Outstanding,Better,,
25,Yes,Travel_Rarely,Sales,College,Marketing,Male,Entry Level,Sales Representative,Medium,Married,Yes,Excellent,Better,,
40,No,Travel_Rarely,Sales,Master,Marketing,Male,Mid Level,Sales Executive,Medium,Divorced,No,Excellent,Good,,
26,No,Travel_Frequently,Sales,Bachelor,Medical,Male,Junior Level,Sales Executive,Low,Single,No,Excellent,Better,,
41,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Laboratory Technician,Low,Single,Yes,Excellent,Better,,
36,No,Travel_Rarely,Research & Development,Master,Medical,Male,Entry Level,Laboratory Technician,High,Single,No,Outstanding,Better,,
